"id","name","number","email","address","lat","long","area","dob","sq_feet","store_image","ownername","ownernumber","contactname","contactnumber",
"128","Souvenirs","22842296","souvenirstoys@gmail.com","117,malabar mansion,colaba causeway,opp.cusrow baug , mumbai","0","0","SOUTH MUMBAI","2014-10-02","0","","Faizal Bhai","9820010796","Varun","9769426496",
"129","Nadco Toys & Gifts.","02226247705","nadco@gmail.com","17, super shopping centre, S.V.Road, Andheri (w), Mumbai.","0","0","Andheri West","0000-00-00","200","image88.jpg","Mr. Amish Shah.","9820227711","Mr. Suresh","9320925458",
"130","khushi mela","","khushimela@yahoo.in","Gf 5 jbr arcade science city road sola ahmedabad","0","0","Bopal / Sun City","0000-00-00","1200","","umang","9979871896","umang patel","9979871896",
"131","Big Tom","22153142","bigtomindia@gmail.com","59/a, Wodehouse Road, arsiwala Building, opp. Charagh din, colaba,mumbai","0","0","SOUTH MUMBAI","2014-10-02","600","image89.jpg","Manish shah","9820085862","Govind Rawal","9867887797",
"132","China Town,","02226280144","chinatownandheri@gmail.com","23, super shopping centre, Nadco, nr. Trupti farsan, s.v. road, Andheri (w), Mumbai.","0","0","Andheri West","0000-00-00","180","image90.jpg","Mr. Mayur Gada.","9167135675","Mr. Jabbar singh","9004782756",
"133","Magic Carpet","22188832","magiccarpetindia@gmail.com","1st daulat building, near colaba post office,colaba mumbai","0","0","SOUTH MUMBAI","2014-10-02","750","image91.jpg","Sanjay Koli","9820235786","sanjay","9819235786",
"134","riddhi gift stores","22861290","","G 49 shubh complex shahibaug ahmedabad","0","0","Chandkheda / Shahibaug","1974-04-13","500","image92.jpg","bharat","9825056005","bharat","9825056005",
"135","Famous General Stores.","02228342203","","Aghadi nagar , bldg no.4, shop no. 3/4, opp. Ambika tower, pump house, andheri (e),","0","0","Andheri East","0000-00-00","200","","Mr. Rizwan sheikh.","9821260535","Mr. kaleem pathan.","9702306628",
"136","First Choice Galleria 4.","02228303991","firstchoicegalleria4@gmail.com","Shop no. 3, new Mahakali development road, opp. Takshila Bldg no. 2, andheri (e), Mumbai.","0","0","Andheri East","0000-00-00","1000","image80.jpg","Mr. Kanji Patel.","9819171523","Mr. Vinod Patel.","9920031233",
"137","Fantasy Collection.","02228304741","nileshpatel3956@gmail.com","Shop no. 7, lala shopping centre, lala compound, Takshila road, mahakali, andheri  (e),","0","0","Andheri East","0000-00-00","400","image81.jpg","Mr. Rajesh patel.","9892750248","Mr. Nilesh Patel.","9819303956",
"138","Roma Collection.","02228222206, 07","nareshpatel796@gmail.com","Shop no. 8, Rajendra Kumar niwas, nr. Holy spirit hospital, mahakali caves road, Andheri (e), Mumbai.","0","0","Andheri East","0000-00-00","1200","image82.jpg","Mr. Balaji patel.","","Mr. Nilesh Patel.","9167528816",
"139","Tip Top Plastic Stores","23439797","vickydoshi8777@gmail.com","289,Abdul rehman street,Mumbai.","0","0","SOUTH MUMBAI","1977-07-08","650","","Vicky Doshi","9323214791","Nimesh Doshi","9920217774",
"140","kidzon (Nungambakkam)","43084333","kidzon3_ngm@yahoo.com","2,shattered Mohammed road","0","0","NUNGAMBAKKAM / EGMORE/ MOUNT ROAD/ GOPALAPURAM/ MYLAPOOR","0000-00-00","300","","","","siddique","8056011005",
"141","Seematy","28232376","","35/1, Noir veers samy street,
Nungambakkam, Chennai Chennai","0","0","NUNGAMBAKKAM / EGMORE/ MOUNT ROAD/ GOPALAPURAM/ MYLAPOOR","0000-00-00","1000","","mohamed thasthaikr","944433444851","mohamed thasthakir","9444334851",
"142","Selvam threads","28222050","","1/6, Krishna lyer street,Nungambakkau (near Independence park) Chennai","0","0","NUNGAMBAKKAM / EGMORE/ MOUNT ROAD/ GOPALAPURAM/ MYLAPOOR","0000-00-00","500","","Muthu raj","9444233868","Muthu raj","9444233868",
"143","kidzon vpi st,","42663330","","No 334 Arcot road  vadapalani CH. 26.","0","0","ANNANAGAR / SALIGRAMAM/ MUGAPPAIR/ VANAGARAM/ VADAPALANI/ K K NAGER/ T NAGAR / WEST MAMBALAM","0000-00-00","400","","Samsudeen","","","",
"144","jain Sports","40731800","shrenik1974@gmail.com","C/o Asiatic department store v. N. Road Churchgate mumbai","0","0","SOUTH MUMBAI","1974-04-18","100","","shrenik","9833999684","shrenik","9833999684",
"148","Esquire Books & Stationery .","02226484202","gautampatel6550@yahoo.com","Jai niketan bldg, shop no. 3, 16th road, corner Danda road, khar (w), Mumbai.","0","0","Khar- Bandra -East West","0000-00-00","350","","Mr. Madan bhai.","9967624249","Mr. Anil.","9004188189",
"149","Rainbow","25013576","gadadivyeshvirji@yahoo.com","15, Mahavira complex, m. G. Road. Ghatkopar(E), mumbai","0","0","Ghatkopar / Chembur / Mulund","1982-02-26","350","image85.jpg","Divyesh Gada","9967928081","Divyesh","9967928081",
"150","RAMA GALLERY","65979494","sameer.malik.rama@gmail.com","A-178,day an and Colony, lajpat ngr 4th new delhi","28.5639296","77.2502363","Amar Colony/ G K - 1/ G K - 2/ Kalkaji/ Govindpuri/ Alaknanda","0000-00-00","200","","Mr. Sameer","9810241616","Mr.Naveen Mandal","9717319092",
"151","Bharat Toys","25011376","chhedajay94@gmail.com","Bharat sports corner,m. G. Road, ghatkopar(E), mumbai","0","0","Ghatkopar / Chembur / Mulund","1963-02-04","100","","Jitendra Chheda","9821280251","jay","9987335773",
"152","Philips  Green Shop","23564095","","462, 10th cross, sampige road, malleswaram, bangalore","0","0","Malleshwaram/ Mathikeri/ Bel Road/ Sanjaynagar","1978-01-10","250","image87.jpg","john rebello","9341240865","philip rebello","8904568830",
"153","NEED BOOK DIPO","29233814","","5, e-15 kailash colony MKT. New delhi","28.5523596","77.240696","Amar Colony/ G K - 1/ G K - 2/ Kalkaji/ Govindpuri/ Alaknanda","0000-00-00","100","image89.jpg","Mr.Manish Gupta","9868383261","","",
"154","crossword/saivi enterprise","8496001122","crossword.gandhinagar@gmail.com","44 infocity supermall -2 gandhinagar","0","0","Gandhinagar - City","0000-00-00","1000","","kumar bhai","8496001122","kumar","8496001122",
"155","My Toys","21022295","mytoysmumbai@yahoo.co.in","3/73,Ramji Ashar bldg., opp. Poona hotel, m. G. Road, ghatkopar(E), mumbai","0","0","Ghatkopar / Chembur / Mulund","1979-06-29","550","image90.jpg","Manthan Shah","9821330302","Vinod Patel","9870445488",
"156","oxford stationers","23213067","","A-22 supermall-1 infocity shopping complex nr gh-0 gandhinagar.","0","0","Chandkheda / Shahibaug","0000-00-00","400","","k l patel","9824430037","k l patel","9824430037",
"157","Vishal Cycles &Toys","21023173","vishalcycle75@gmail.com","11, neelkant market, m. G. Road, ghatkopar (E), mumbai","0","0","Ghatkopar / Chembur / Mulund","1971-07-24","600","","Manish Shah","9869877898","vishl shah","9869877898",
"158","YES STATIONERY","26253800","yasstationerymart70@gmail.com","E-6 south extension part-2 new delhi","28.567975","77.22135","Sarojini Nagar/ Safdarjung / Green Park/ Saket/ Haus Khaus/ Malvi Nagar","0000-00-00","200","","Mr. Darshan Arora","9899774877","Ms. jyoti","...............",
"159","Wonder yearz","41606078","wonder.yearz@gmail.com","8, it I layout, new bel road, Bangalore.","0","0","Malleshwaram/ Mathikeri/ Bel Road/ Sanjaynagar","1990-04-20","3000","","Roopa","9900512814","harsha","7760875493",
"160","Swarg Collection.","02229651661","","D-21/22, sierra shopping, Akurli road, lokhandwala township, Nr. Foundation school, kandivali (e), Mumbai.","0","0","Kandivali- EAST","0000-00-00","1500","","Mr. Hitesh Patel","9819975061","Mr. Narendra .","9930139599",
"161","Affection","23515272","affection0214@yahoo.com","3, 2nd main rd, rmv ext, bel rd, Bangalore.","0","0","Malleshwaram/ Mathikeri/ Bel Road/ Sanjaynagar","1978-11-27","1000","","rishit","9035295282","sajeed","9019662737",
"162","SHRI RAM GALLERY","24675419","abhigoyal1189@Gmail.com","118, south motion bath new delhi","28.5801445","77.1704677","Basant Kunj/ Moti Baug / R K Puram/ Muneerka","1989-10-18","150","image95.jpg","Mr.Abhishek","9711287788","Mr. Bhagat","..............",
"163","shaishav art gallery","23235696","","B15, dist shopping center sector 21 gandhinagar","0","0","Chandkheda / Shahibaug","0000-00-00","1200","","rakesh","9998284757","shankar","9998284757",
"164","SPECTRA COLLECTION","26113042","rakeshjain_007@yahoo.com","110, south motion bath MKT new delhi","28.5801443","77.170462","Basant Kunj/ Moti Baug / R K Puram/ Muneerka","0000-00-00","100","image97.jpg","Mr. Rakesh jain","9811358802",".............",".............",
"165","play zone sports toys& gift","9429025932","","Plot no 217, 1sr floor, opp veg. Market, vadiya plaza sector 21 gandhinagar.","0","0","Chandkheda / Shahibaug","0000-00-00","400","image98.jpg","raju","9429025932","raju","9429025932",
"166","Janvi Collection .","02229668866","","Shop no. 8, centrium shopping centre, lokhandwala complex, kandivali (e), Mumbai.","0","0","Kandivali- EAST","0000-00-00","550","image99.jpg","Mr. kirit","","Mr. kirit","9819062559",
"167","Chembur Toys","7498189930","boy.sahil7@gmail.com","2/b, Patel chamber n. G. Acharaya Mary, chembur, mumbai","0","0","Ghatkopar / Chembur / Mulund","1973-01-05","50","","Manoj Chugh","9769471534","sahil chugh","8652782912",
"168","hari om collection","","","B/4 district shopping center sector-21 gandhinagar","0","0","Gandhinagar - City","0000-00-00","1200","","kirit sinh","9924455882","mahesh/ramesh","7698617818",
"169","Ronak Toys Emporium","25286438","","6, shivalaya Shopping centre,opp. Natraj cinema, station road, chembur, mumbai","0","0","Ghatkopar / Chembur / Mulund","2014-10-04","150","","Mehulbhai","9892196489","surendra","9975728643",
"170","JARAHAR ENTERPRISE","26169454","","FA-12 dDA MKT ph-2 munirka new Delhi","28.5550734","77.1762932","Basant Kunj/ Moti Baug / R K Puram/ Muneerka","0000-00-00","150","","Mr.Navneet gupta","8750128289","..............","................",
"171","Little Juniors","25215012","","Shop no 2/b, sunil Satan central avenue road,opp. Grand central hotel,behind Monginis, near chembur fly. Station, chembur (E),Mumbai","0","0","Ghatkopar / Chembur / Mulund","1977-12-18","150","","Dipin Gala","9167405414","Nitin","9757017913",
"172","JINGLE BELL","26123233","","C-7 masood pur MKT, vasant kunj new Delhi","28.5270986","77.1519948","Basant Kunj/ Moti Baug / R K Puram/ Muneerka","0000-00-00","200","","Mrs. Savita malik","9811523004","Mr. vijay kumar","8130466065",
"173","JUST TOY LAMD","8800320805","","86 masoodpur r.d MKT vasant kunj new delhi","28.52687","77.15207","Basant Kunj/ Moti Baug / R K Puram/ Muneerka","0000-00-00","200","","Mr. kaji pilar","9818800518","..............","..............",
"174","AARKAY STETIONERY SHOPPE","26896629","aarkaystattshoppe@gmail.com","2-2A&3-3A central MKT masood pur vasant kunj new delhi","28.525148","77.1552807","Basant Kunj/ Moti Baug / R K Puram/ Muneerka","0000-00-00","200","","Mr.Neeraj gupta","9873272478",".............",".............",
"175","NIYATI TOYS","41761319","rajeevjuneja6@gmail.com","1, d-12 harijan Basti Opp. vasant kunj new delhi","28.5289417","77.1576849","Basant Kunj/ Moti Baug / R K Puram/ Muneerka","0000-00-00","150","","Mr.Rajeev juneja","8860102324","..............","...............",
"176","Satyam Collection","42138888","info@satyamcollection.com","115, chheda Sadan, j. Tata road,churchyard,mumbai","0","0","SOUTH MUMBAI","2014-10-04","1000","","Paresh Ruparelia","9819860267","Paresh","9819860267",
"182","Malbar Stores","25626263","girish.parmarso@yahoo.com","6, jeevram bhuvan, R. R. T. Road, mulund (w)), Mumbai.","0","0","Ghatkopar / Chembur / Mulund","1975-06-12","350","","Girish","9324256262","Sanjay","8879436610",
"183","Little Shop","65365970","","B5 City Centre 2 New town, Kolkata 7000157","0","0","South Lake/ Sector 5/ Technolpolis/ Karunamoi/ Rajahut","0000-00-00","0","","","","Prakash Karamchandani","9831323250",
"184","Malbar The Toy Mall","25626264","malbartoys@gmail.com","7, marathon chambers, p. K. Road, paanch rasta mulund (W), Mumbai.","0","0","Ghatkopar / Chembur / Mulund","1973-11-13","900","","Sanjay Parmar","8108131414","Sanjay Parmar","8108131414",
"185","Naidu Hall","43159301","tambaram@naidhuhall.co.in","No.2/44,Shanmugam Road, West tambaram, Chennai","0","0","ADAMBAKKAM / MADIPAKKAM/ GOWRIVAKKAM/ PORUR/ PALLAVARAM/ TAMBARAM/ PERAMBAKKAM/ MADAVAKKAM","0000-00-00","100","","Balaji","9600021531","Siva","9600021531",
"186","Wordseach","23671032","wordseachbookstore@gmail.com","Technopolis building BP.4, Saltlake,sector 5 1at floor,Kolkata.700091","0","0","South Lake/ Sector 5/ Technolpolis/ Karunamoi/ Rajahut","0000-00-00","0","","","","basant bhartia","9432231549",
"187","GALLERY 82","24617065","archiesgallery@gmail.com","82- khanna MKT new delhi","28.5844177","77.2205726","Lajpat Nagar/ Vasant Vihar/ New Friends Colony/ Khan Market/ Defense colony/ Mulchand","0000-00-00","100","","Mrs. Ronika Grover","9811348483","..............","...............",
"188","Infiniti the gift & Toy Shop","24053778","","5-23,Duraganagar,beside.Shivani Lodge Lane Dilsukhnagar, Hyd","0","0","Dilsukhnagar / Chetainyapuri / Champapet / Shivam Road/ Immayatnagar","1974-07-13","1000","","K.Balaraj Goud,Amarjeet Barua","9959998000","Ravi","9618431972",
"189","Carz  N Dollz","22391555","nadeem.adil@gmail.com","#232/376, kpm complex, near Icici bank, Tambaram east, selaiur Chennai","0","0","ADAMBAKKAM / MADIPAKKAM/ GOWRIVAKKAM/ PORUR/ PALLAVARAM/ TAMBARAM/ PERAMBAKKAM/ MADAVAKKAM","0000-00-00","1800","","Adhil","9840602555","Boobalan","7401570014",
"190","Little shop","64567100","","G1,forum courtyard 18 Lee road Kolkata 700020","0","0","Desopiyo Park/ Elgin Road/ Bhavanipur/ Exit/ Maidan","0000-00-00","0","","","","tapu","9836682253",
"191","Shree Mahavir Sports","25614709","mahavirsports@yahoo.in","Patel building, m. G. Road, opp. Tashkent jewellers, mulund(w), mumbai","0","0","Ghatkopar / Chembur / Mulund","2014-10-06","250","","Ashok Bhai","","Amit","9892925521",
"192","Aishwarya","22271886","","#194/767,velachery main road, camp road, selayur,Chennai","0","0","ADAMBAKKAM / MADIPAKKAM/ GOWRIVAKKAM/ PORUR/ PALLAVARAM/ TAMBARAM/ PERAMBAKKAM/ MADAVAKKAM","0000-00-00","750","","Kailash","9087107691","Kailash","9087107691",
"193","Laxel","22294860","amudhu.2009@yahoo.in","Amuthu super market no.69&80,Padmavathi Never, Madambakkam main road","0","0","ADAMBAKKAM / MADIPAKKAM/ GOWRIVAKKAM/ PORUR/ PALLAVARAM/ TAMBARAM/ PERAMBAKKAM/ MADAVAKKAM","0000-00-00","1500","","Soundriya","9551898629","Soundriya","9551898629",
"194","Baybee store","65122345","bsng.nagole@gmail.com","cSR Complex,below Hotal  swagth Grand ,Nagole","17.36399","78.5581816","Dilsukhnagar / Chetainyapuri / Champapet / Shivam Road/ Immayatnagar","2014-10-06","1500","","Venu","9248034455","Hariesh","9248772345",
"195","Glory Collection.","0228923942","","Shop no. 6, chancellor Court bldg, nr. Karnataka bank, Ic LIC junction, Borivali(w), Mumbai .","0","0","Borivali - East & West","0000-00-00","325","","Mr. R.G.Patel.","","Mr. R.G.Patel .","9819313126",
"196","Shivraj (Fortune Enterprise)","25142828","shivraj_entp@yahoo.com","Shop no. 2, traffic lite Building, near bank of Baroda, m. G. Road,ghatkopar(w), Mumbai.","0","0","Ghatkopar / Chembur / Mulund","0000-00-00","3000","","kamlesh","9819068984","bhairav","9619106968",
"197","Choice Collection.","02228943385","sanjay.sp62@gmail.com","Shop No. 7, church View apt, junction of ic LIC colony, borivali (w), Mumbai.","0","0","Borivali - East & West","0000-00-00","1000","","Mr. Mavji Patel.","9819502685","Mr. Sanjay Patel.","9867931349",
"198","Twinkle","25101900","","Sanghvi Square, shop no. 1, gr. Floor, opp. Bank of Baroda, m. G. Road, ghatkopar(w), mumbai","0","0","Ghatkopar / Chembur / Mulund","1977-07-07","100","","Jagdish","9867454124","Jagdish","9867454124",
"199","Sri Venkateshwara supermarket","22781775","","No.42,43 Velachery main road, gowrivakkam, Chennai","0","0","ADAMBAKKAM / MADIPAKKAM/ GOWRIVAKKAM/ PORUR/ PALLAVARAM/ TAMBARAM/ PERAMBAKKAM/ MADAVAKKAM","0000-00-00","1000","","","","Raja","9789996460",
"200","Narayani Enterprises","24568125","","C/o.Subarna Rekha Were house. 1/1 Transport depot road Kolkata.88","0","0","Desopiyo Park/ Elgin Road/ Bhavanipur/ Exit/ Maidan","0000-00-00","0","","","","Hari Sir","9830079249",
"201","Narayani Enterprises","24568125","","c/o Subarana rekha were house 1/1 transport depot road Kolkata 700088","0","0","Desopiyo Park/ Elgin Road/ Bhavanipur/ Exit/ Maidan","0000-00-00","0","","","","hari","9830079249",
"202","Kidzon","22580804","kidzon8madipakkam@gmail.com","#A-8, Medavakkam main road, snthuram colony","0","0","ADAMBAKKAM / MADIPAKKAM/ GOWRIVAKKAM/ PORUR/ PALLAVARAM/ TAMBARAM/ PERAMBAKKAM/ MADAVAKKAM","0000-00-00","1250","","Samsudin","","Suresh","9551963833",
"203","JUNEJA GIFT GALLERY","41761319","rajeevjuneja6@gmail.com","13, sec-b pkt-3 dDA MKT vasant Kunj new delhi","28.5308511","77.3146134","Basant Kunj/ Moti Baug / R K Puram/ Muneerka","0000-00-00","200","","Mr. Rajeev Juneja","9560789187",".............","..............",
"204","MASURI SERVICE STATION( IN&OUT )","26873864","","West motion bath Bharat petrol pump  new delhi","28.5307254","77.3146118","Basant Kunj/ Moti Baug / R K Puram/ Muneerka","0000-00-00","100","","Mr. Gopal Choudhary","..................","..............","..............",
"205","Saumya Inc","25922221","saumyastationery@gmail.com","1,Chandra darshan,m. G. Road, panch Rasta, opp. Kirti mahal, mulund (w), Mumbai.","0","0","Ghatkopar / Chembur / Mulund","1979-07-20","310","","Vikram Gori","9819194959","Dhrmendra","9321887696",
"206","Duckling Corner","42032228","","Anjnadri complex, Marathalli, Bangalore.","0","0","Kaggadaspura/ Marathalli/ Whitefield/ Varthur","0000-00-00","1000","","tamali  ray","7204475309","bhanu","080  4203  2228",
"207","New Balaji (Toy &kids plant","66170958","dpamall02@gmail.com","Rasulpura x Road","17.4442283","78.47815","Begumpet / Pujagutta /Banjara Hills /Jubilee Hills","1976-05-23","1000","","Deepk","9885000070","Khan,indresh","9959691407",
"208","Little shop","64507534","","S23 South city Mall,375 prince Anwar shah road, Kolkata700068","0","0","South City/ Godiya/ Jadhavpur/ Goriyahat/ Dhakuriya","0000-00-00","0","","","","Arjun","9830517006",
"209","Children Toy Foundation","22820687","play@childrentoyfoundation.org","C/o. R. Desai & CO. Modern house,11, Dr. V. B. Gandhi Marg, fort, Mumbai.","0","0","SOUTH MUMBAI","1946-05-08","0","","Devendra Desai","9987754555","Vandana","9987754576",
"210","New Balajee""s (Toys & kids planet","66318137","newbalajees@gmail.com","1-10-6313 opp.Shopper s Stop ,Begumpet, Hyd","0","0","Begumpet / Pujagutta /Banjara Hills /Jubilee Hills","1985-03-27","1500","","Vikas","9848088859","R.Manoj","9000574714",
